message,message_length,punct%
Lol they don't know about my awesome phone. I could click delete right now if I want.,69,4.3
Dude sux for snake. He got old and raiden got buff,40,2.5
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",95,2.1
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",74,2.7
Ok...,5,60.0
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,89,3.4000000000000004
(That said can you text him one more time?),35,8.6
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",113,4.3999999999999995
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,111,2.7
"Aight, tomorrow around  &lt;#&gt;  it is",33,18.2
Long beach lor. Expected... U having dinner now?,41,12.2
Mmm so yummy babe ... Nice jolt to the suzy,34,8.799999999999999
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,87,6.9
"Velly good, yes please!",20,10.0
Yeah that's the impression I got,27,3.6999999999999997
"It‘s reassuring, in this crazy world.",32,6.2
No. She's currently in scotland for that.,35,8.6
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,69,10.100000000000001
NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,38,5.3
....photoshop makes my computer shut down.,37,13.5
"It's that time of the week again, ryan",31,6.5
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,66,6.1
"Haha awesome, I've been to 4u a couple times. Who all's coming?",52,9.6
Did u got that persons story,23,0.0
Just seeing your missed call my dear brother. Do have a gr8 day.,52,3.8
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",128,6.2
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,52,9.6
"Yo my trip got postponed, you still stocked up?",39,5.1
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",179,2.1999999999999997
"Cool, text me when you're parked",27,7.3999999999999995
K...k:)why cant you come here and search job:),39,17.9
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",130,3.8
Do you always celebrate NY's with your family ?,39,5.1
Thanks for sending this mental ability question..,43,4.7
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,112,4.5
There the size of elephant tablets & u shove um up ur ass!!,47,6.4
Oh is it? Send me the address,23,4.3
What time do u get out?,18,5.6000000000000005
Oh god. I'm gonna Google nearby cliffs now.,36,8.3
"Nah man, my car is meant to be crammed full of people",42,2.4
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,85,2.4
"So check your errors and if you had difficulties, do correction.",54,3.6999999999999997
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,91,14.299999999999999
Is that on the telly? No its Brdget Jones!,34,5.8999999999999995
I went to ur hon lab but no one is there.,31,3.2
Guess he wants alone time. We could just show up and watch when they do..,59,5.1
In sch but neva mind u eat 1st lor..,28,7.1
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,55,7.3
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,116,4.3
So the sun is anti sleep medicine.,28,3.5999999999999996
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,127,5.5
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,132,6.800000000000001
Ok enjoy . R u there in home.,22,9.1
I reach home safe n sound liao...,27,11.1
I cant pick the phone right now. Pls send a message,41,2.4
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,115,3.5000000000000004
"Sure, I'll see if I can come by in a bit",30,6.7
I will vote for wherever my heart guides me,35,0.0
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",122,8.200000000000001
My sister going to earn more than me da.,32,3.1
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,54,3.6999999999999997
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",77,13.0
88800 and 89034 are premium phone services call 08718711108,51,0.0
"Good stuff, will do.",17,11.799999999999999
"Goodmorning, today i am late for 1hr.",31,6.5
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,67,9.0
You want to go? ,12,8.3
Huh? 6 also cannot? Then only how many mistakes?,40,7.5
Send his number and give reply tomorrow morning for why you said that to him like that ok,72,0.0
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,103,17.5
At home also.,11,9.1
I am taking you for italian food. How about a pretty dress with no panties? :),63,6.3
K still are you loving me.,21,4.8
Wish i were with you now!,20,5.0
At home by the way,14,0.0
Sorry. || mail? || ,15,40.0
What type of stuff do you sing?,25,4.0
Captain is in our room:),20,10.0
Hello madam how are you ?,20,5.0
at bruce b downs &amp; fletcher now,29,6.9
Will be out of class in a few hours. Sorry,33,3.0
Yeah we do totes. When u wanna?,25,8.0
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,67,11.899999999999999
"I sent you the prices and do you mean the  &lt;#&gt; g,",43,14.000000000000002
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",117,12.0
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,217,9.2
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",98,3.1
Can come my room but cannot come my house cos my house still messy... Haha...,63,9.5
"accordingly. I repeat, just text the word ok on your mobile phone and send",61,3.3000000000000003
Okay but i thought you were the expert,31,0.0
Normally i use to drink more water daily:),35,5.7
Oh. U must have taken your REAL Valentine out shopping first.,51,3.9
Have you laid your airtel line to rest?,32,3.1
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,54,9.3
Please ask mummy to call father,26,0.0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",117,3.4000000000000004
Ok i juz receive..,15,13.3
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,90,1.0999999999999999
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",120,5.0
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",111,9.9
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,111,3.5999999999999996
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",115,3.5000000000000004
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,96,5.2
My phone,7,0.0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",128,10.9
No. Thank you. You've been wonderful,31,9.700000000000001
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,117,4.3
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,70,10.0
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,104,6.7
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),96,9.4
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",129,3.9
Okie...,7,42.9
Already am squatting is the new way of walking,38,0.0
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,79,13.900000000000002
I had askd u a question some hours before. Its answer,43,2.3
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",110,2.7
Speak only when you feel your words are better than the silence... Gud mrng:-),65,9.2
i dnt wnt to tlk wid u,16,0.0
U're welcome... Caught u using broken english again...,47,14.899999999999999
Omg it could snow here tonite!,25,4.0
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",162,4.3
Sat right? Okay thanks... ,22,18.2
No. But we'll do medical missions to nigeria,37,5.4
Yeah just open chat and click friend lists. Then make the list. Easy as pie,61,3.3000000000000003
Oh k...i'm watching here:),23,26.1
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",69,5.800000000000001
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",122,3.3000000000000003
"Sorry, I'll call later",19,10.5
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",71,11.3
K..i deleted my contact that why?,28,10.7
Hi happy birthday. Hi hi hi hi hi hi hi,30,3.3000000000000003
Hello! Good week? Fancy a drink or something later?,43,7.000000000000001
U meet other fren dun wan meet me ah... Muz b a guy rite...,46,13.0
Ryder unsold.now gibbs.,21,9.5
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,98,4.1000000000000005
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",86,4.7
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 ",95,3.2
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,92,3.3000000000000003
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",134,9.0
:( but your not here....,20,30.0
I need to come home and give you some good lovin...,41,7.3
Our Prasanth ettans mother passed away last night. Just pray for her and family.,67,3.0
"U so lousy, run already come back then half dead... Hee...",48,14.6
Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,107,8.4
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,88,3.4000000000000004
You do got a shitload of diamonds though,33,0.0
But i'm surprised she still can guess right lor...,42,9.5
CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,81,1.2
Jus finish blowing my hair. U finish dinner already?,44,4.5
K..k...from tomorrow onwards started ah?,36,16.7
Hmmm.still we dont have opener?,27,7.3999999999999995
Should i send you naughty pix? :),27,11.1
No i am not having not any movies in my laptop,36,0.0
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,124,6.5
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,102,4.9
